Wiió›êœî≠îÑÉ^ÉCÉgÉãêîé¿ê—
0	21
1	25
2	28
3	38
4	44
5	48
6	54
7	63
8	67
9	74
10	82
11	92
12	122
13	128
14	140
15	156
16	159
17	166
18	172
19	186
20	190
21	198
22	212
23	226
24	248
25	254
26	261
27	275
28	287
29	290
30	295
31	301
32	308
33	313
34	324
35	336
36	352
37	355
38	361
39	363
40	370
41	374
42	380
43	385
44	387
45	389
46	393
47	400
48	412
49	414
50	417
51	418
52	420
53	421
54	423
55	427
56	429
57	433
58	436
59	441
60	449
61	450
62	450
63	450
64	451
65	451
66	452
67	454
68	455
69	455
70	455
71	458
72	459
73	459
74	459
75	460
76	460
77	460
78	460
79	461
80	461
81	462
82	462
83	462
84	463
85	463
86	463
87	463
88	463
89	463
90	463
91	463
92	464
93	464
94	464
95	464
96	464
